"ViolentCrimesPerPop","state","racepctblack","PctEmploy","MalePctNevMarr","PctWorkMom","PctIlleg","NumInShelters","PctPopUnderPov","NumStreet"
"1461",0.08,9,0.01,0.65,0.38,0.66,0.06,0,0.07,0
"1462",0.04,49,0,0.54,0.33,0.39,0.05,0,0.21,0
"1463",0,13,0.08,0.6,0.19,0.31,0.08,0,0.04,0
"1464",0.02,9,0.02,0.62,0.27,0.3,0.01,0,0.02,0
"1465",0.03,34,0.01,0.77,0.35,0.52,0.05,0,0.05,0
"1466",0.36,2,0.13,0.75,0.45,0.53,0.27,0.18,0.18,0.08
"1467",0.25,25,0.03,0.54,0.47,0.52,0.19,0,0.21,0
"1468",0.33,34,0.45,0.63,0.75,0.6,0.49,0.04,0.18,0
"1469",0.04,27,0.01,0.57,0.99,0.87,0.25,0,0.28,0
"1470",0.48,48,0.33,0.4,0.29,0.52,0.31,0.03,0.51,0
"1471",0.13,48,0,0.17,0.47,0.17,0.17,0,1,0
"1472",0.01,18,0,0.71,0.26,0.66,0.07,0,0.15,0
"1473",0.29,48,0.11,0.2,0.25,0,0.2,0,0.88,0
"1474",0.02,39,0.01,0.36,0.25,0.29,0.06,0,0.36,0
"1475",0.03,25,0.01,0.65,0.47,0.52,0.05,0,0.05,0
"1476",0.21,12,0.39,0.15,0.16,0.64,0.3,0,0.39,0
"1477",0.12,42,0.03,0.28,0.54,0.38,0.18,0.02,0.4,0
"1478",0.41,6,0.1,0.6,0.54,0.51,0.4,0.18,0.32,0.07
"1479",0.06,34,0.08,0.61,0.42,0.58,0.07,0.01,0.07,0
"1480",0.57,6,0.25,0.35,0.33,0.13,0.32,0,0.41,0
"1481",0.37,37,0.34,0.41,0.27,0.8,0.39,0,0.37,0
"1482",0.67,47,1,0.42,0.58,0.62,0.94,0.18,0.61,0.29
"1483",0.11,18,0.21,0.72,0.3,0.79,0.27,0,0.19,0
"1484",0.03,34,0.04,0.64,0.51,0.48,0.17,0,0.12,0
"1485",0.1,34,0.02,0.47,0.4,0.56,0.2,0,0.15,0
"1486",0.03,55,0.01,0.81,0.32,0.78,0.04,0,0.05,0
"1487",0.81,22,1,0.21,0.7,0.42,1,0.01,1,0
"1488",0.51,24,0.25,0.7,0.43,0.67,0.39,0.03,0.2,0.02
"1489",0.09,53,0.01,0.47,0.38,0.56,0.22,0.03,0.34,0
"1490",0.01,34,0.06,0.84,0.32,0.58,0.07,0,0.02,0
"1491",0.03,6,0.01,0.38,0.26,0,0.05,0,0.1,0
"1492",0.2,6,0.03,0.68,0.56,0.54,0.2,0.09,0.2,0.03
"1493",0.3,13,0.95,0.17,0.39,0.46,0.59,0,0.74,0
"1494",0.03,39,0.01,0.66,0.28,0.57,0.03,0,0.06,0
"1495",0.23,34,0.08,0.48,0.56,0.32,0.49,0,0.43,0
"1496",0.12,6,0.03,0.65,0.43,0.57,0.21,0,0.07,0
"1497",0.11,48,0.13,0.74,0.26,0.72,0.06,0,0.14,0
"1498",0.12,35,0.04,0.28,0.67,0.26,0.18,0,0.94,0
"1499",0.06,42,0.07,0.66,0.37,0.63,0.13,0,0.1,0
"1500",0.12,51,0.2,0.84,0.42,0.68,0.23,0,0.09,0
"1501",0.04,6,0.02,0.47,0.24,0.01,0,0,0.04,0
"1502",0.25,6,0.03,0.51,0.34,0.33,0.27,0,0.25,0
"1503",0.76,53,0.22,0.4,0.48,0.41,0.31,0.23,0.44,0.04
"1504",0.15,25,0.01,0.19,0.23,0.43,0.05,0,0.13,0
"1505",0.14,36,0.2,0.44,0.56,0.49,0.37,0.08,0.3,0
"1506",0.23,1,0.35,0.43,0.31,0.47,0.22,0,0.38,0
"1507",0.55,45,0.52,0.35,0.42,0.45,0.47,0,0.52,0
"1508",0.37,53,0.04,0.26,0.57,0.45,0.18,0.04,0.51,0.03
"1509",0.61,37,0.92,0.51,0.4,0.45,0.75,0.02,0.56,0
"1510",0.37,22,0.81,0.29,0.46,0.33,0.48,0.01,0.63,0.01
"1511",0.14,41,0.03,0.36,0.46,0.57,0.25,0.1,0.38,0.04
"1512",0.32,34,0.11,0.62,0.95,0.19,0.72,0.05,0.43,0
"1513",0.35,36,0.4,0.33,0.83,0.42,0.84,0.24,0.6,0.12
"1514",0.21,12,0.14,0.42,0.25,0.62,0.12,0,0.16,0
"1515",0.37,10,0.6,0.61,0.63,0.69,0.56,0.01,0.32,0.01
"1516",0.05,29,0.01,0.48,0.24,0.46,0.04,0,0.07,0
"1517",0.03,9,0.02,0.73,0.36,0.67,0.11,0.03,0.07,0
"1518",0.14,34,0.06,0.66,0.6,0.7,0.14,0,0.17,0
"1519",0.34,25,0.04,0.36,0.47,0.47,0.24,0,0.28,0
"1520",0.03,34,0.04,0.57,0.28,0.36,0.05,0,0.02,0
"1521",0.03,25,0.01,0.53,0.43,0.43,0.04,0,0.04,0
"1522",0.03,34,0.06,0.63,0.32,0.49,0.16,0,0.09,0
"1523",0.04,42,0.03,0.64,0.37,0.54,0.08,0.01,0.08,0
"1524",0.29,28,0.52,0.38,0.9,0.57,0.94,0,0.9,0
"1525",0.93,34,0.72,0.3,0.61,0.45,1,0.01,0.67,0
"1526",0.05,39,0.09,0.53,0.26,0.57,0.16,0,0.25,0
"1527",0.26,33,0,0.49,0.38,0.7,0.21,0,0.21,0
"1528",0.28,6,0.08,0.4,0.26,0.22,0.18,0.01,0.27,0
"1529",0.22,25,0.06,0.42,0.45,0.44,0.24,0.01,0.25,0
"1530",0.12,48,0.03,0.85,0.24,0.57,0.06,0,0.1,0
"1531",0.13,34,0.02,0.49,0.38,0.54,0.11,0,0.08,0
"1532",0.01,33,0.02,0.84,0.35,0.7,0.09,0,0.05,0
"1533",0.49,6,0.12,0.62,0.3,0.3,0.29,0,0.22,0
"1534",0.18,6,0.02,0.76,0.59,0.56,0.06,0,0.1,0
"1535",0.25,6,0.03,0.59,0.55,0.45,0.21,0.03,0.27,0.03
"1536",0.05,34,0.04,0.48,0.46,0.16,0.11,0,0.11,0
"1537",0.53,22,0.87,0.34,0.45,0.54,0.83,0.07,0.67,0.03
"1538",0.32,21,0.3,0.36,0.41,0.65,0.29,0,0.53,0
"1539",0.36,6,0.21,0.49,0.42,0.25,0.41,0,0.41,0
"1540",0.34,12,0.33,0.21,0.29,0.73,0.31,0,0.25,0
"1541",0.18,36,0.2,0.26,0.62,0.42,0.5,0.1,0.58,0
"1542",0.21,45,0.6,0.39,0.32,0.52,0.37,0.02,0.41,0
"1543",0.22,6,0.04,0.64,0.59,0.4,0.21,0.04,0.25,0.06
"1544",0.35,29,1,0.51,0.58,0.84,0.66,0,0.41,0
"1545",0.75,27,0.25,0.56,0.84,0.48,0.73,0.62,0.49,0.06
"1546",0.19,21,0.02,0.63,0.3,0.62,0.1,0,0.23,0
"1547",0.05,36,0.04,0.23,1,0.6,0.2,0,0.62,0
"1548",0.2,6,0.01,0.66,0.51,0.77,0.11,0.04,0.14,0
"1549",0.08,25,0.01,0.61,0.42,0.7,0.08,0,0.12,0
"1550",0.03,13,0.05,0.8,0.3,0.49,0.09,0,0.08,0
"1551",0.03,9,0.34,0.65,0.42,0.67,0.11,0.13,0.05,0
"1552",0.19,21,0.09,0.62,0.24,0.61,0.19,0,0.33,0
"1553",0.03,23,0.01,0.5,0.39,0.63,0.24,0,0.28,0
"1554",0.11,55,0.01,0.35,0.49,0.49,0.21,0.01,0.45,0
"1555",0.78,45,0.35,0.58,0.44,0.7,0.29,0,0.38,0
"1556",0.32,25,0.08,0.53,0.65,0.51,0.14,0.01,0.17,0
"1557",0.37,40,0.09,0.41,0.28,0.46,0.1,0.01,0.37,0
"1558",0.33,6,0.14,0.64,0.32,0.77,0.09,0,0.08,0
"1559",0.19,5,0.08,0.4,0.18,0.6,0.06,0,0.34,0
"1560",0.11,40,0.07,0.38,1,0.62,0.13,0.01,0.7,0
"1561",0.29,6,0.05,0.6,0.34,0.42,0.21,0.01,0.18,0
"1562",0.08,34,0.02,0.42,0.48,0.48,0.03,0,0.07,0
"1563",0.1,55,0.09,0.91,0.67,0.76,0.15,0,0.13,0
"1564",1,12,0.63,0.45,0.55,0.65,0.91,0.05,0.55,0.17
"1565",0.24,34,0.09,0.58,0.68,0.34,0.46,0.01,0.24,0
"1566",0.04,48,0.28,0.81,0.2,0.74,0.03,0,0.08,0
"1567",0.27,48,0.17,0.5,0.54,0.52,0.24,0.01,0.52,0.06
"1568",0.5,22,0.35,0.6,0.41,0.48,0.34,0,0.37,0.04
"1569",0.06,56,0,0.45,0.28,0.7,0.14,0,0.28,0
"1570",0.53,6,0.02,0.42,0.6,0.2,0.48,0,0.36,0
"1571",0.53,1,0.28,0.23,0.24,0.37,0.23,0,0.43,0
"1572",0.07,40,0.06,0.69,0.33,0.49,0.09,0,0.18,0
"1573",0.11,55,0,0.51,0.3,0.74,0.14,0,0.18,0
"1574",0.31,53,0.01,0.31,0.37,0.11,0.44,0,0.54,0
"1575",0.34,35,0.05,0.31,0.35,0.44,0.26,0.01,0.57,0
"1576",0.18,51,0.53,0.63,0.33,0.64,0.33,0,0.23,0
"1577",0.14,6,0.11,0.69,0.37,0.41,0.14,0,0.13,0.08
"1578",0.14,16,0.01,0.59,0.33,0.5,0.08,0.02,0.27,0
"1579",0.03,55,0,0.61,0.31,0.91,0.09,0.01,0.16,0
"1580",0.14,9,0.04,0.5,0.35,0.51,0.09,0.01,0.07,0
"1581",0.45,12,0.77,0.28,0.36,0.52,0.63,0,0.55,0
"1582",0.12,39,0.07,0.6,0.46,0.63,0.07,0,0.13,0
"1583",0.66,35,0.02,0.57,0.45,0.55,0.66,0.05,0.61,0.04
"1584",0.07,40,0.06,0.73,0.19,0.5,0.08,0,0.16,0
"1585",0.26,24,0.27,0.96,0.56,0.81,0.46,0,0.08,0
"1586",0.07,48,0,0.11,0.39,0.15,0.15,0,1,0
"1587",0.06,55,0,0.54,0.37,0.74,0.15,0.01,0.24,0
"1588",0.1,47,0.11,0.37,0.46,0.36,0.16,0.03,0.45,0
"1589",0.04,39,0.01,0.34,0.22,0.74,0.09,0,0.28,0
"1590",0.11,48,0.41,0.8,0.25,0.84,0.15,0,0.09,0
"1591",0.29,37,0.39,0.38,0.39,0.67,0.38,0.1,0.42,0.04
"1592",0.13,39,0.85,0.71,0.42,0.85,0.31,0,0.13,0
"1593",0.11,55,0,0.34,0.32,0.38,0.2,0,0.29,0
"1594",0.02,39,0,0.34,0.32,0.35,0.02,0,0.04,0
"1595",0.24,34,0.27,0.22,0.39,0.34,0.41,0.06,0.42,0.01
"1596",0.87,45,0.85,0.46,0.86,0.66,0.78,0.12,0.56,0.09
"1597",0.14,48,0.1,0.87,0.12,0.72,0.1,0,0.05,0
"1598",0.46,24,0.09,0.12,0.36,0.28,0.26,0.02,0.7,0
"1599",0.25,6,0.13,0.7,0.6,0.61,0.23,0.02,0.17,0
"1600",0.08,25,0.03,0.68,0.44,0.5,0.11,0,0.13,0
"1601",0.04,49,0,0.47,0.24,0.31,0.04,0.01,0.17,0
"1602",0.54,5,1,0.14,0.42,0.48,0.76,0,1,0
"1603",0.09,4,0.05,0.78,0.35,0.54,0.16,0,0.25,0.03
"1604",0.2,32,0.05,0.74,0.38,0.87,0.15,0.02,0.18,0.01
"1605",0.02,36,0.03,0.3,0.42,0.54,0.27,0,0.35,0
"1606",0.04,36,0.02,0.49,0.48,0.64,0.2,0,0.25,0
"1607",0.1,42,0,0.42,0.38,0.35,0.03,0,0.14,0
"1608",0.69,6,0.07,0.46,0.64,0.21,0.43,0,0.36,0
"1609",0.13,13,0.69,0.68,0.2,0.39,0.41,0,0.46,0
"1610",0.06,55,0.01,0.78,0.38,0.73,0.08,0,0.12,0
"1611",0.91,24,0.53,0.54,0.73,0.78,0.69,0.03,0.45,0
"1612",0.04,25,0,0.5,0.35,0.85,0.06,0,0.08,0
"1613",0.81,6,0.21,0.47,0.63,0.23,0.74,0,0.46,0
"1614",0.15,49,0.02,0.72,0.25,0.88,0.01,0,0.1,0
"1615",0.07,34,0.07,0.56,0.39,0.28,0.16,0.06,0.06,0
"1616",0.06,6,0.03,0.57,0.25,0.44,0.18,0,0.03,0
"1617",0.02,34,0.02,0.58,0.41,0.45,0.02,0,0.07,0
"1618",0.31,2,0.25,0.69,0.51,0.55,0.27,0.04,0.27,0.09
"1619",0.03,47,0.03,0.61,0.22,0.19,0.04,0,0.02,0
"1620",0.27,6,0.07,0.56,0.65,0.35,0.45,0,0.37,0
"1621",0.11,48,0.14,0.32,0.23,0.45,0.12,0,0.57,0
"1622",0.09,48,0.02,0.67,0.27,0.47,0.04,0,0.12,0
"1623",0.01,55,0.01,0.64,0.21,0.49,0.03,0,0.01,0
"1624",0.5,12,0.18,0.7,0.45,0.71,0.29,0,0.3,0
"1625",0.32,48,0.15,0.69,0.38,0.56,0.12,0,0.22,0
"1626",0.43,8,0.25,0.53,0.58,0.54,0.46,0.68,0.45,0.23
"1627",0.3,9,0.15,0.47,0.64,0.5,0.49,0.04,0.33,0.02
"1628",0.02,34,0.06,0.72,0.36,0.43,0.05,0,0.05,0
"1629",0.38,6,0.01,0.52,0.46,0.55,0.34,0.04,0.3,0.03
"1630",0.01,23,0.01,0.22,1,0.77,0.34,0,0.56,0
"1631",0.02,55,0,0.37,0.49,0.68,0.15,0,0.29,0
"1632",0.04,53,0.03,0.5,0.24,0.21,0.03,0,0.05,0
"1633",0.3,4,0.04,0.55,0.38,0.51,0.14,0.13,0.24,0.2
"1634",0.8,36,0.6,0.27,0.74,0.29,0.85,0.17,0.68,0.01
"1635",0.03,34,0.01,0.58,0.38,0.36,0.07,0,0.04,0
"1636",0.11,25,0.01,0.52,0.31,0.54,0.07,0,0.06,0
"1637",0.9,1,0.55,0.18,0.33,0.4,0.36,0,0.54,0
"1638",0.09,9,0.22,0.63,0.67,0.68,0.39,0.06,0.17,0
"1639",0.17,12,0.11,0,0,0.43,0.16,0,0.21,0
"1640",0.07,49,0.02,0.53,0.3,0.7,0.07,0,0.18,0
"1641",0.79,9,0.52,0.41,0.69,0.45,0.97,0.12,0.45,0.03
"1642",0.28,48,0.49,0.42,0.32,0.42,0.28,0,0.44,0.03
"1643",0.02,34,0.01,0.55,0.33,0.24,0.03,0,0.03,0
"1644",0.03,33,0.03,0.69,0.45,0.62,0.15,0.02,0.16,0
"1645",0.15,21,0.38,0.55,0.26,0.5,0.13,0,0.34,0
"1646",0.07,50,0.02,0.51,1,0.55,0.36,0.05,0.51,0
"1647",0.08,25,0.02,0.56,0.36,0.7,0.07,0,0.1,0
"1648",0.33,48,0.53,0.37,0.33,0.54,0.27,0.02,0.55,0
"1649",0.05,42,0,0.34,0.38,0.4,0.06,0,0.23,0
"1650",0.25,34,0.31,0.73,0.55,0.58,0.43,0,0.2,0
"1651",0.09,34,0.36,0.52,0.56,0.73,0.17,0,0.07,0
"1652",0.23,48,0.2,0.58,0.26,0.59,0.17,0,0.25,0
"1653",0.06,33,0.01,0.59,0.47,0.92,0.06,0,0.07,0
"1654",0.07,34,0,0.45,0.5,0.4,0.3,0.02,0.23,0
"1655",0.08,18,0.11,0.6,0.36,0.8,0.13,0,0.15,0
"1656",0.42,6,0.12,0.32,0.48,0.08,0.16,0,0.4,0.01
"1657",0,55,0.05,0.62,0.31,0.37,0.03,0,0.04,0
"1658",0.05,40,0.01,0.72,0.22,0.72,0.07,0.06,0.17,0
"1659",0.05,55,0.01,0.54,0.38,0.69,0.12,0,0.12,0
"1660",0.03,6,0.04,0.87,0.37,0.56,0.08,0,0.03,0
"1661",0.06,34,0.12,0.81,0.35,0.47,0.1,0,0.06,0
"1662",0.59,24,0.64,0.66,0.6,0.74,0.79,0.01,0.31,0
"1663",0.33,22,0.97,0.17,0.84,0.58,1,0,1,0
"1664",0.75,25,0.05,0.4,0.38,0.52,0.15,0.16,0.17,0.01
"1665",0.43,21,0.25,0.28,0.27,0.43,0.25,0,0.49,0
"1666",0.02,5,0.5,0.32,0.8,0.6,0.48,0.01,0.75,0
"1667",0.09,28,0.24,0.64,0.29,0.68,0.15,0,0.18,0
"1668",0.03,42,0.01,0.5,0.34,0.33,0.02,0,0.05,0
"1669",0.07,55,0.02,0.51,0.35,0.68,0.09,0,0.07,0
"1670",0.25,6,0.05,0.47,0.64,0.26,0.58,0,0.41,0.01
"1671",0.48,12,0.75,0.42,0.38,0.69,0.58,0,0.26,0
"1672",0.22,40,0.08,0.28,0.42,0.54,0.12,0.01,0.61,0
"1673",0.04,42,0,0.4,0.3,0.36,0.05,0,0.13,0
"1674",0.16,19,0.02,0.49,0.3,0.72,0.11,0.01,0.24,0
"1675",0.11,37,0.35,0.83,0.52,0.17,0.25,0,0.27,0
"1676",0.18,25,0.01,0.69,0.46,0.58,0.07,0,0.05,0
"1677",0.28,34,0.36,0.58,0.54,0.46,0.68,0,0.2,0
"1678",0.57,5,0.62,0.32,0.36,0.4,0.57,0,0.67,0.03
"1679",0.39,37,0.88,0.21,0.65,0.56,0.72,0,0.78,0
"1680",0.01,36,0.03,0.52,0.37,0,0.05,0,0.09,0
"1681",0.14,8,0.03,0.7,0.39,0.74,0.13,0,0.13,0
"1682",0.12,32,0.01,0.28,0.2,0.54,0.07,0,0.16,0
"1683",0.06,37,0.09,0.19,1,0.7,0.1,0.01,1,0
"1684",0.37,6,0.15,0.66,0.48,0.6,0.09,0,0.09,0
"1685",1,18,0.65,0.17,0.67,0.11,0.8,0,0.68,0.01
"1686",0.09,41,0.01,0.66,0.35,0.65,0.2,0.01,0.21,0
"1687",0.65,19,0.15,0.5,0.44,0.56,0.41,0.06,0.41,0.07
"1688",0.02,34,0.01,0.65,0.3,0.32,0.04,0,0.03,0
"1689",0.08,48,0.05,0.75,0.26,0.5,0.04,0,0.06,0
"1690",0.34,48,0.2,0.66,0.22,0.41,0.17,0,0.29,0
"1691",0.39,53,0.01,0.28,0.5,0.37,0.44,0,0.74,0
"1692",0.29,48,0.07,0.3,0.4,0.29,0.19,0,0.81,0
"1693",0.2,5,0.66,0.36,0.47,0.59,0.49,0,0.67,0
"1694",0.13,6,0.07,0.68,0.33,0.5,0.23,0,0.08,0
"1695",0.02,39,0.02,0.7,0.27,0.45,0.06,0,0.05,0
"1696",0.32,48,0.16,0.78,0.43,0.6,0.15,0.03,0.21,0
"1697",0.13,25,0.03,0.64,0.46,0.64,0.08,0,0.08,0
"1698",0.04,44,0.03,0.44,0.78,0.57,0.13,0.01,0.17,0
"1699",0.59,12,0.55,0.43,0.62,0.51,0.72,0.14,0.45,1
"1700",0.33,6,0.02,0.6,0.49,0.51,0.3,0.05,0.33,0
"1701",0.5,48,0.25,0.47,0.41,0.59,0.37,0.01,0.46,0
"1702",0.1,51,0.02,0.53,0.27,0.67,0.05,0.01,0.14,0
"1703",0.09,48,0.1,0.89,0.3,0.62,0.13,0,0.11,0
"1704",0.52,48,0.65,0.25,0.29,0.26,0.45,0.01,0.6,0
"1705",0.04,9,0.05,0.64,0.48,0.7,0.11,0,0.06,0
"1706",0.05,34,0.01,0.65,0.41,0.52,0.03,0,0.02,0
"1707",0.05,51,0.1,0.6,0.28,0.74,0.09,0,0.28,0
"1708",0.38,51,0.87,0.42,0.37,0.57,0.67,0,0.45,0.02
"1709",0.02,9,0.01,0.56,0.37,0.6,0.07,0,0.1,0
"1710",0.22,6,0.01,0.51,0.44,0.46,0.15,0,0.13,0
"1711",0.28,48,0,0.27,0.48,0.09,0.23,0,1,0
"1712",0.28,32,0.06,0.65,0.51,0.65,0.24,0.34,0.3,0.07
"1713",0.18,34,0.03,0.47,0.36,0,0.05,0,0.15,0
"1714",0.02,39,0.04,0.45,0.29,0.28,0,0,0.04,0
"1715",0.11,6,0.02,0.59,0.47,0.64,0.1,0,0.11,0
"1716",0.08,29,0.05,0.73,0.24,0.62,0.09,0,0.17,0
"1717",0.12,51,0.27,0.76,0.42,0.53,0.19,0.17,0.14,0
"1718",0.19,21,0.15,0.43,0.3,0.54,0.19,0,0.38,0
"1719",0.21,37,0.76,0.33,0.4,0.7,0.55,0,0.49,0
"1720",0.23,45,0.24,0.53,0.3,0.73,0.35,0,0.27,0
"1721",0.11,13,0.49,0.6,0.33,0.64,0.37,0.01,0.3,0
"1722",1,12,0.49,0.46,0.52,0.56,0.59,0.25,0.51,0.32
"1723",0.04,33,0.02,0.64,0.56,0.78,0.21,0.02,0.24,0
"1724",0.11,29,0.02,0.68,0.27,0.81,0.08,0,0.08,0
"1725",0.19,6,0.03,0.78,0.71,0.58,0.25,0.13,0.23,0.06
"1726",0.04,42,0.01,0.47,0.27,0.38,0.06,0,0.08,0
"1727",0.32,48,0.24,0.33,0.48,0.49,0.26,0,0.74,0.06
"1728",0.42,5,0.46,0.43,0.32,0.61,0.44,0.02,0.45,0.02
"1729",0.33,47,0.28,0.56,0.68,0.68,0.46,0.03,0.42,0
"1730",0.31,48,0.08,0.35,0.25,0.28,0.15,0,0.49,0
"1731",0.15,56,0,0.74,0.31,0.52,0.12,0.01,0.25,0
"1732",0.08,12,0.09,0.6,0.27,0.72,0.06,0,0.21,0
"1733",0.24,48,0.34,0.4,0.32,0.26,0.26,0,0.59,0
"1734",0.11,39,0.12,0.47,0.33,0.6,0.16,0,0.35,0
"1735",0.07,25,0.01,0.69,0.45,0.57,0.06,0.02,0.08,0
"1736",0.06,33,0.01,0.67,0.4,0.75,0.14,0,0.15,0
"1737",0.08,53,0.02,0.61,0.3,0.72,0.09,0.01,0.11,0
"1738",0.19,42,0.27,0.58,0.38,0.51,0.32,0,0.16,0
"1739",0.17,34,0.06,0.6,0.54,0.61,0.19,0,0.15,0
"1740",0.13,8,0.02,0.83,0.35,0.74,0.14,0.01,0.16,0
"1741",0.01,9,0.02,0.63,0.38,0.43,0.07,0,0.05,0
"1742",0.06,51,0.24,0.84,0.38,0.63,0.24,0,0.15,0
"1743",0.15,6,0.03,0.46,0.53,0.27,0.21,0.05,0.37,0.04
"1744",0.11,27,0.02,0.72,0.43,0.86,0.26,0,0.12,0
"1745",0.05,38,0.01,0.65,0.68,0.79,0.13,0.07,0.36,0.03
"1746",0.01,55,0,0.77,0.29,0.73,0.04,0,0.06,0
"1747",0.06,29,0.06,0.51,0.38,0.24,0.03,0,0.08,0
"1748",0.5,6,0.14,0.49,0.4,0.35,0.38,0.03,0.25,0
"1749",0.13,25,0.02,0.63,0.47,0.74,0.09,0,0.09,0
"1750",0.67,12,0.46,0.29,0.34,0.44,0.5,0.02,0.52,0
"1751",0.17,40,0.03,0.19,0.37,0.41,0.07,0.02,0.54,0
"1752",0.35,51,0.65,0.59,0.42,0.47,0.52,0.06,0.37,0.09
"1753",0.19,34,0.23,0.65,0.41,0.52,0.13,0,0.07,0
"1754",0.6,12,0.19,0.41,0.45,0.52,0.27,0.04,0.33,0.02
"1755",0.6,45,0.27,0.7,0.39,0.59,0.25,0,0.3,0
"1756",0.06,56,0.01,0.58,0.26,0.28,0.07,0,0.18,0
"1757",0.27,12,0.06,0.15,0.28,0.6,0.11,0,0.25,0
"1758",0.09,25,0.02,0.71,0.36,0.55,0.08,0,0.09,0
"1759",0.22,42,0.02,0.16,0.46,0.48,0.05,0.01,0.19,0
"1760",1,6,0.85,0.43,0.57,0.5,0.62,0.11,0.42,0.3
"1761",0.12,42,0.05,0.39,0.58,0.39,0.08,0.01,0.04,0
"1762",0.02,42,0.01,0.31,0.3,0.35,0.06,0,0.19,0
"1763",0.03,42,0.04,0.48,0.28,0.51,0.05,0,0.09,0
"1764",0.16,21,0.13,0.76,0.29,0.72,0.12,0,0.08,0
"1765",0.22,29,0.04,0.4,0.34,0.41,0.14,0.02,0.45,0
"1766",0.08,9,0.04,0.74,0.44,0.77,0.21,0.01,0.13,0
"1767",0.01,25,0.02,0.57,0.37,0.54,0.06,0,0.05,0
"1768",0.67,6,0.37,0.51,1,0.57,0.45,0.29,0.46,0.62
"1769",0.08,49,0,0.49,0.4,0.49,0.02,0,0.2,0
"1770",0.14,6,0.02,0.62,0.29,0.6,0.1,0,0.2,0
"1771",0.36,48,0,0.07,0.46,0.02,0.25,0.02,1,0
"1772",0.16,39,0.06,0.57,0.23,0.55,0.08,0,0.22,0
"1773",0.09,39,0.02,0.35,0.43,0.52,0.18,0,0.46,0
"1774",0.75,12,0.62,0.51,0.5,0.75,0.61,0.01,0.4,0.03
"1775",0.15,40,0.02,0.22,0.45,0.38,0.1,0,0.78,0
"1776",0.83,12,0.54,0.24,0.28,0.59,0.44,0.03,0.52,0
"1777",0.03,18,0.01,0.67,0.28,0.51,0.04,0,0.03,0
"1778",0.47,51,0.76,0.56,0.78,0.35,0.78,0.15,0.51,0.07
"1779",0.48,6,0.06,0.49,0.55,0.41,0.32,0.05,0.24,0
"1780",0.19,42,0.35,0.56,1,0.76,0.66,0,0.45,0
"1781",0.05,34,0.01,0.46,0.31,0.41,0.08,0.01,0.08,0
"1782",0.08,53,0.02,0.29,1,0.45,0.13,0,0.91,0
"1783",0.04,9,0.02,0.64,0.35,0.7,0.08,0.01,0.07,0.01
"1784",0.53,22,0.66,0.19,1,0.53,0.7,0,0.81,0
"1785",0.09,48,0.57,0.81,0.26,0.8,0.17,0,0.08,0
"1786",0.06,39,0.02,0.7,0.25,0.62,0.05,0,0.1,0
"1787",0.09,9,0.02,0.45,0.37,0.67,0.06,0.01,0.06,0
"1788",0.25,49,0.03,0.55,0.48,0.5,0.28,0,0.45,0.03
"1789",0.39,34,0.16,0.49,0.42,0.52,0.52,0.03,0.3,0
"1790",0.53,6,0.37,0.51,0.67,0.34,0.57,0.13,0.39,0.03
"1791",0.52,37,0.59,0.57,0.41,0.73,0.5,0.06,0.33,0
"1792",0.08,47,0.05,0.78,0.24,0.67,0.02,0,0.05,0
"1793",0.6,34,0.36,0.46,0.51,0.52,0.61,0.03,0.36,0
"1794",0.02,9,0.02,0.64,0.38,0.54,0.07,0,0.05,0
"1795",0.06,6,0.02,0.81,0.32,0.56,0.05,0,0.03,0
"1796",0.09,53,0.04,0.69,0.44,0.48,0.09,0.01,0.13,0.03
"1797",0.19,12,0.07,0.36,0.35,0.63,0.15,0,0.26,0
"1798",0.16,25,0.03,0.46,0.46,0.54,0.13,0,0.17,0
"1799",0.14,48,0.01,0.69,0.28,0.68,0.03,0,0.07,0
"1800",0.19,6,0.04,0.36,1,0.52,0.29,0.04,0.86,0.13
"1801",0.07,39,0.01,0.31,0.28,0.46,0.23,0,0.41,0
"1802",0.72,45,0.69,0.49,0.6,0.61,0.74,0.07,0.47,0
"1803",0.07,42,0.03,0.74,0.22,0.5,0.26,0,0.19,0
"1804",0.27,39,0.1,0.04,0.3,0,0.24,0,0.75,0
"1805",0.03,33,0.01,0.6,0.3,0.76,0.06,0,0.12,0
"1806",0.45,19,0.02,0.51,0.33,0.83,0.16,0.02,0.25,0
"1807",0.15,53,0.04,0.66,0.48,0.53,0.2,0,0.24,0
"1808",0.13,25,0.01,0.71,0.39,0.58,0.06,0,0.09,0
"1809",0.26,29,0.94,0.57,0.56,0.78,0.63,0.01,0.33,0
"1810",0.06,48,0.04,0.46,0.19,0.63,0.16,0,0.36,0
"1811",0.62,34,0.58,0.41,1,0.64,1,0.06,0.58,0.04
"1812",0.53,18,0.12,0.42,0.34,0.58,0.24,0.01,0.4,0
"1813",0.09,34,0.06,0.51,0.46,0.32,0.16,0,0.15,0
"1814",0.49,48,0.15,0.56,0.37,0.66,0.17,0,0.57,0
"1815",0.09,29,0.15,0.3,1,0.54,0.21,0,0.69,0
"1816",0.64,36,0.68,0.37,0.69,0.36,1,0.09,0.7,0.02
"1817",0.01,9,0.01,0.54,0.29,0,0.03,0.01,0.03,0
"1818",0.5,37,0.66,0.41,0.62,0.59,0.69,0.05,0.59,0.02
"1819",0.02,9,0.02,0.74,0.33,0.47,0.04,0,0.04,0
