"ViolentCrimesPerPop","population","PctForeignBorn","PctHomeless","PopDens","perCapInc","PctUsePubTrans","PctLess9thGrade","PctRecentImmig","NumInShelters","racepctblack","PctEmploy","MalePctNevMarr","PctWorkMom","PctPopUnderPov","NumStreet","medIncome","PctPersDenseHous"
"Beverlycity,MA",87.26,38195,4.96,0.11,2388,18436,5.14,3.83,0.36,43,0.86,65.77,32.62,71.13,6.62,0,39603,0.9
"CoralSpringscity,FL",294.6,79443,11.37,0,3265,18319,0.78,3.42,1.62,0,3.48,72.25,27.41,70.12,5.16,1,43428,3.69
"NorthBranfordtown,CT",53.2,12996,3.02,0,503.3,19408,0.24,3.9,0.06,0,1.26,72.71,26.05,66.71,2.05,0,50798,0.87
"SanBrunocity,CA",282.16,38961,24.09,0.01,5846.5,18289,6.3,5.65,3.12,5,4.08,67.83,35.33,73.77,4.77,0,42019,8.8
"Valdostacity,GA",958.15,39806,1.81,0,1451.1,11329,0.04,11.35,0.46,1,43.48,59.19,36.48,68.02,23.83,0,21864,5.61
"OklahomaCitycity,OK",1389.87,444719,4.21,0.28,705.8,13528,0.89,7.06,0.63,1016,15.98,62.66,27.65,70.22,15.86,234,25741,4.13
"PortLavacacity,TX",1240.65,10886,7.16,0,1642.4,9924,0.24,19.38,1.72,0,4.68,55.43,25.39,60.33,20.44,0,21946,10.44
"Alicecity,TX",674.67,19788,3.28,0,1631.1,8515,0.24,24.03,0.13,0,0.89,49.56,26.33,55.17,28.5,0,18962,11.21
"Sterlingcity,CO",161.02,10362,3.01,0,1853,10189,0.4,9.71,0.42,0,0.18,60,27.09,68.06,16.91,0,20189,2.5
"Coronadocity,CA",332.73,26540,8.92,0,3324.1,21972,6.26,2.13,1.79,0,6.85,75.39,55.51,70.42,4.07,0,47790,2.39
"Bremertoncity,WA",620.71,38142,4.63,0.09,1851.6,11418,7.79,6.46,0.55,30,7.13,60.43,38.01,56.53,18.1,4,22610,5.07
"RapidCitycity,SD",442.93,54523,2.12,0.28,1489.4,12469,0.46,6.52,0.45,148,1.27,65.82,30.05,74.86,13.65,4,25740,2.86
"LaPalmacity,CA",372.95,15392,27.62,0.01,8169.9,19337,0.67,3.34,4.16,0,4.17,74.04,31.95,69.33,5.89,1,54364,8.29
"Dinubacity,CA",587.33,12743,23.28,0,4583.8,8354,0,34.36,3.87,0,0.24,52.83,30.23,58.49,22.58,0,22032,21.94
"TempleTerracecity,FL",210.79,16444,7.47,0,3209.2,19266,0.84,2.42,1.32,0,5.38,71.21,29.53,76.44,6.67,0,37156,2.23
"Bendcity,OR",500.47,20469,2.66,0.52,1470.9,13110,0.4,3.87,0.19,100,0.19,67.33,29.85,75.54,13.15,6,25787,2.96
"Bernardstownship,NJ",75.72,17199,7.32,0,691.9,33458,5.87,3.34,0.8,0,1.72,66.47,28.01,59.82,1.52,0,70000,0.3
"Pocatellocity,ID",345.45,46080,1.88,0.04,1610.3,11385,3.05,4.83,0.4,19,0.86,62.45,27.78,71.71,15.34,0,24955,3.05
"Clearlakecity,CA",1687.02,11804,3.16,0.26,1101.9,9531,0.57,10.62,0.05,6,4.35,34.84,19.44,55.79,22.15,25,16600,6.51
"Gulfportcity,MS",394.74,40775,2.07,0.17,1740.1,11451,0.2,8.91,0.19,68,28.59,54.66,30.39,67.68,20.32,1,21174,4.05
"Fremontcity,OH",340.43,17648,1.3,0.05,2753.9,11267,0.53,8.68,0.07,8,7.73,56.91,29.35,70.3,14.66,0,25385,2.27
"MountVernoncity,NY",1446.56,67153,21.8,0.17,14786.2,15835,25.7,11.54,2.96,112,55.3,60.93,37.7,70.55,11.8,0,34850,8.62
"Raytowncity,MO",271.52,30601,1.08,0,2981.4,14914,0.96,4.62,0.06,0,3.25,63.66,21.15,77.84,4.78,0,32002,0.8
"Natchitochescity,LA",788.52,16609,0.89,0,1585.4,7371,0,17.18,0.11,0,49.86,46.72,47.58,70.61,39.79,0,14509,5.7
"Lebanoncity,OH",393.26,10453,0.8,0,1087.9,12464,0.14,10.83,0,0,3.2,64.82,21.87,69.82,8.65,0,27095,2.3
"Pariscity,TX",1783.14,24699,1.35,0.03,876.6,10038,0,15.06,0.47,7,22.12,49.81,25.73,69.1,25.43,0,18743,3.71
"Hawthorneborough,NJ",77.05,17084,10.75,0,4854.5,19342,3.69,10.55,0.8,0,0.42,64.06,28.51,60,3.42,0,43109,1.33
"DeSotocity,TX",275.58,30544,2.86,0,1365.5,18093,0.78,3.23,0.16,0,20.83,75.58,22.49,80.39,3.98,0,45550,2.82
"SunPrairiecity,WI",74.08,15333,1.1,0,2105.1,14268,0.24,5.76,0.09,0,0.67,74.66,27.17,82.13,3.13,0,35301,1.57
"Hendersonvillecity,TN",400.56,32188,1.85,0,1407.8,16010,1.08,5.33,0.38,0,2.33,71.42,22.58,73.84,4.49,0,38068,1.04
"BoyntonBeachcity,FL",1357.38,46194,12.49,0.06,2945.3,16668,1.04,9.6,1.78,16,20.12,50.58,24.14,74.07,9.59,12,28824,4.84
"Raritantownship,NJ",56.31,15616,6.01,0.12,398.2,24637,1.55,3.8,1.08,19,0.79,74.58,23.73,64.99,2.31,0,61524,0.6
"Rockwallcity,TX",394.21,10486,2.85,0,690.4,20529,0.56,5.83,0.04,0,3.73,67.3,21.78,64,7.64,0,44130,3.03
"Meridiancity,MS",445.94,41036,0.46,0.13,1111.6,10670,0.52,13.01,0.06,29,45.35,51.77,31.15,70.59,27.76,24,18004,4.22
"NewPortRicheycity,FL",522.13,14044,4.8,0.09,3224.1,11294,0,10.26,0.14,3,0.48,43.13,20.47,71.15,14.61,9,18514,2.12
"LowerAllentownship,PA",96.69,15254,2.18,0,1431.1,18304,1.1,5.07,0.39,0,5.43,54.63,32.84,72.48,3.65,0,37461,0.56
"Willingborotownship,NJ",293.41,36291,6.67,0,4547.1,15774,4.94,2.84,0.31,0,56.07,71.26,31.31,81.17,4.47,0,47121,2.68
"RidgefieldParkvillage,NJ",71.54,12454,14.32,0,6943.6,19507,12.87,8.4,1.69,0,2.03,68.04,33.83,66.99,5.1,0,42464,2.92
"Hinghamtown,MA",37.95,19821,4.57,0.14,851.4,25726,9.33,1.32,0.17,27,0.46,64.66,30.22,63.48,2.64,0,60274,0.27
"ElDoradocity,AR",516.96,23146,0.78,0,1429.8,11408,0.2,10.86,0.09,0,37.7,51.51,25.2,68.27,24.83,0,19205,4.23
"Westbrookcity,ME",82.54,16121,2.34,0,922.6,13266,2.09,7.46,0.16,0,0.61,66.06,27.83,78.16,9.67,0,29833,1.01
"Newburghcity,NY",1555.07,26454,12.1,0.64,6681,9989,3.99,18.45,3.44,160,34.81,55.62,41.49,62.73,26.23,9,22224,9.49
"Butlertownship,PA",52.95,17625,1.78,0,788.6,14716,0.26,8.35,0,0,0.41,53.22,24.59,62.39,7.56,0,31503,0.56
"Lindencity,NJ",530.57,36701,15.97,0,3278.7,16308,5.81,13.14,1.51,0,20.01,59.11,31.38,68.58,5.63,0,35911,3.18
"ForestParkcity,GA",1358.47,16925,3.68,0,1900.8,11946,2.33,11.29,0.45,0,19.14,63.76,27.34,71.27,11.95,0,25982,4.57
"Viennatown,VA",94.07,14852,15.55,0,3285.8,23729,8.94,4.44,4.96,0,4.11,72.97,30.42,74.87,3.1,0,61271,3.15
"Westfieldtown,NJ",88.16,28870,9.24,0,4138.5,30748,11.58,3.91,1.57,0,4.58,67.62,26.78,65.51,1.79,0,66760,0.64
"GrandTerracecity,CA",316.75,10946,9.63,0,3047.3,18940,0.66,2.88,0.84,0,3.77,69.99,26.07,67.79,3.64,0,45127,4.54
"Carsoncity,CA",1267.73,83995,27,0,4303,13749,2.42,12.8,3,0,26.14,64.75,34.56,71.65,6.95,0,43882,20.72
"Berkeleytownship,NJ",106.68,37319,7.87,0,839.6,13854,1.92,13.67,0.03,0,1.04,28.6,14.11,74.69,4.57,0,23028,0.52
"Auburncity,NY",191.96,31258,3.89,0.01,3596.7,10638,2.97,10.52,0.16,0,6.81,51.23,35.8,72.77,13.8,2,22271,1.38
"Hilliardcity,OH",142.9,11796,1.43,0,1320.6,16029,0.51,4.25,0.28,0,0.7,69.98,22.06,68.27,4.18,0,36415,1.36
"Davietown,FL",536.18,47217,10.91,0,1411.1,16747,0.49,4.56,1.92,0,3.85,70.62,27.29,71,7.77,0,36843,4.32
"Greenfieldtown,MA",1678.99,18666,2.22,0.12,829.1,13693,0.74,6.12,0.3,21,0.85,59.45,31.93,69.46,11.93,1,26680,1.07
"Weirtoncity,WV",241.28,22124,3.41,0,1190,13944,0.91,12.65,0.05,0,4.14,49.1,23.92,58.65,9.48,1,28261,0.81
"Lenoircity,NC",972.89,14192,0.67,0.11,1008.8,12012,0.21,18.45,0,15,15.78,60.68,27.2,76.95,17.55,0,21372,2.09
"Independencecity,KY",90.65,10444,0.36,0,614.6,12564,2.61,7.88,0,0,0.41,72.41,23.61,74.89,5.82,0,35951,2.08
"Lomitacity,CA",1287.84,19382,16.34,0.35,9868.6,16791,2,7.12,2.7,0,2.92,67.68,32.07,61.68,10.68,67,36222,8.72
"Milfordtown,CT",136.48,49938,5.21,0.1,2135.7,19099,2.79,6.22,0.45,50,1.52,66.37,30.76,71.53,3.72,0,44142,1
"Kokomocity,IN",488.86,44962,1.43,0.15,3013.5,12619,0.12,9.51,0.08,69,8.9,57.67,25.45,67.18,16.45,0,26272,1.87
"WestMonroecity,LA",609.46,14096,0.98,0,1896.7,11520,0,11.58,0.39,0,17.37,52.27,25.36,64.88,21.01,0,18519,4
"RedondoBeachcity,CA",599.45,60167,12.42,0.05,9250.8,26230,1.41,2.66,2.12,0,1.6,78.45,42.32,69.11,5.59,29,51913,4.11
"Leesburgcity,FL",2018.97,14903,3.25,0.3,1604.5,11457,0.67,12.38,0.71,44,27.56,50.09,23.83,70.98,19.62,0,20213,4.16
"Sanfordtown,ME",33.66,20463,5.31,0.04,413.2,12053,0.74,12.88,0.3,9,0.18,62.32,25.02,72.45,10.4,0,27824,1.95
"Mariettacity,OH",216.78,15026,0.62,0.05,1885,11646,0.95,10.27,0,8,1.28,55.09,30.24,68.63,17.68,0,20950,1.13
"LakeOswegocity,OR",136.4,30576,6.24,0,3094.7,27946,3.1,1.1,1.06,0,0.52,69.28,23.77,65.08,3.69,1,51499,0.7
"Renocity,NV",687.49,133850,11.93,0.45,2247,16091,5.12,5.49,2.72,577,2.88,68.54,33.52,73.31,11.52,32,28388,6.67
"Johnstontown,RI",91.31,26542,4.33,0,1082.6,14281,1.69,10.71,0.3,0,0.57,62.21,28.28,68.56,6.73,0,32596,1.07
"LaPuentecity,CA",1664.84,36955,37.17,0,10219.9,9060,5.22,23.05,7.04,0,3.54,59.94,39.35,57.14,14.02,1,33273,32.6
"WalnutCreekcity,CA",293.54,60569,13.02,0.01,3028.4,26354,12.57,1.71,2.01,0,1.05,60.13,27.47,70.01,3.81,7,45529,1.64
"Wausaucity,WI",48.58,37060,5.18,0.13,2538.7,13169,2.03,14.49,2.18,49,0.13,60.74,27.96,70.69,11.7,0,25505,2.54
"UpperDarbytownship,PA",283.39,81177,9.2,0.02,9963.3,15497,15.22,6.28,1.45,0,3.04,62.82,33,66.4,6.99,18,32356,1.96
"Louisvillecity,CO",302.76,12361,3.24,0,1555.2,18146,3.33,2.74,0.33,0,0.83,79.53,21.94,69.9,4.65,0,43379,1.32
"Hollistercity,CA",918.22,19212,20.71,0.42,3283,11415,0.28,22.73,1.76,69,0.62,62.77,31.41,69.53,11.71,12,32857,16.86
"SaddleBrooktownship,NJ",86.45,13296,10.23,0,4712.2,19070,4.4,8.18,0.86,0,1.06,62.97,29.1,63.53,3.77,0,46082,1.31
"Newportcity,RI",1185.33,28227,5.22,0.15,3432.9,16358,2.08,5.93,1.06,41,8.08,65.27,42.44,63.93,12.47,0,30534,1.45
"Quincycity,MA",369.24,84985,11.21,0.08,4887.1,17436,18.15,5.52,1.96,61,1.09,64.77,39.75,66.62,6.82,4,35858,2.23
"RockHillcity,SC",2047.92,41643,1.3,0.1,1736.3,11481,0.23,16.51,0.15,43,38.14,62.13,36.8,75.86,16.38,0,26615,5.36
"Arvadacity,CO",266.81,89235,3.39,0.01,3891.3,15642,3.07,3.07,0.61,13,0.57,72.09,25.54,76.8,6.28,0,39014,1.66
"Monroecity,WI",84.64,10241,1.43,0.1,2460.1,14731,0.04,11.36,0,10,0.09,66.64,25.27,83.02,6.46,0,26640,0.79
"YubaCitycity,CA",644.09,27437,12.97,0.23,3832,11815,0.25,11.05,2.34,22,2.6,55.93,28.36,62.46,18.56,41,23491,8.55
"Pawtucketcity,RI",458.28,72644,17.71,0.01,8027,12865,3.18,16.58,2.07,8,3.59,63.08,32.3,75.63,10.59,1,26541,2.86
"Wichitacity,KS",874.69,304011,4.03,0.07,2548.6,14516,1.15,5.75,0.74,202,11.28,65.71,28.45,70.92,12.47,0,28024,3.91
"Denvilletownship,NJ",160.76,13812,8.69,0,1101.5,25054,3.73,3.21,0.56,0,0.66,69.82,29.24,66.95,2.06,0,59724,0.82
"Perriscity,CA",1379.97,21460,18.49,0,697.7,9773,0.51,15.21,2.58,0,12.99,54.95,26.09,53.91,15.73,0,28611,14.5
"SaltLakeCitycity,UT",797.66,159936,8.29,0.44,1416.1,13482,5.81,4.69,1.97,542,1.72,61.65,35.03,65.9,16.4,163,22697,4.36
"BlueSpringscity,MO",213.14,40153,1.65,0,2408.4,14793,0.6,2.44,0.14,0,2.44,73.52,22.75,76.16,4.68,0,39904,1.32
"Americuscity,GA",607.8,16512,0.62,0,1651.9,9257,0.17,17.43,0.24,0,52.91,51.28,37.79,65.21,31.51,0,18593,7.25
"Bessemercity,AL",2758.9,33497,0.26,0.08,835.5,8433,2.25,16.97,0.01,5,58.37,46.83,31.98,65.74,29.7,21,16331,5.06
"OakRidgecity,TN",342.06,27310,3.52,0.03,308.1,17661,0.03,6.05,1.08,8,7.98,58.11,22.24,70.86,9.47,0,32615,1.35
"Speedwaytown,IN",186.04,13092,1.42,0,2658.8,16242,1.53,5,0,0,5.46,66.17,27.49,79.13,6.25,0,29547,0.93
"Lakewoodcity,OH",111.67,59718,6.9,0,10393,16258,10.17,5.2,0.67,0,0.85,66.93,36.97,70.08,8.5,1,28791,0.98
"Venicecity,FL",353.42,16922,6.74,0.02,2201.1,19940,0.15,6.2,0.18,0,1.27,27.58,13.07,71.89,5.79,3,27834,0.81
"Madisonvillecity,KY",1046.93,16200,0.8,0,1216.9,11749,0.1,18.7,0.05,0,12.99,51.69,23.51,65.03,18.53,0,21468,1.78
"Corningcity,NY",551.69,11938,4.1,0,3710.2,13736,0.89,7.98,0.43,0,2.06,54.29,28.68,68.78,13.69,0,24127,0.93
"Zanesvillecity,OH",782.8,26778,0.8,0.03,2482.6,9504,1.28,11.21,0.1,7,10.76,49.14,27.12,64.19,25.86,0,17658,2.21
"PlantCitycity,FL",2523.46,22754,4.54,0.03,1037.9,12292,0,14.22,0.56,0,21.26,60.55,23.21,64.3,17.84,6,25268,7.05
"WestLinncity,OR",280.44,16367,3.81,0,2383.1,20168,2.33,1.96,0.41,0,0.56,72.24,21.14,73.11,3.92,0,45474,1.34
"Muhlenbergtownship,PA",155.62,12636,2.68,0.02,1047.1,15366,0.75,10.2,0.13,3,0.39,58.12,21.78,71.38,5.71,0,32979,0.69
"RiverEdgeborough,NJ",82.15,10603,16.83,0,5428.5,23059,16.12,5.34,2.38,0,0.61,65.28,26.31,66.87,2.38,0,52126,1.72
"MorenoValleycity,CA",1201.33,118779,12.33,0.01,2333.6,13474,0.91,5.78,1.71,6,13.81,67.57,25.49,63.74,8.36,2,42186,9.14
"Pierrecity,SD",291.16,12906,1.21,0,956.9,12411,0,7.7,0,0,0.14,73.4,24.71,89.37,10.19,0,27373,2.25
"Ramseyborough,NJ",185.08,13228,9.71,0.08,2304.4,27262,8.34,2.04,1.1,11,0.77,67.55,27.15,58.76,2.46,0,65590,0.8
"CopperasCovecity,TX",417.93,24079,7.34,0.02,2479.3,9509,0.16,3.87,1.25,6,16.48,68.72,20.19,64.7,11.97,0,24596,5.71
"Ketteringcity,OH",134.19,60569,3.03,0,3134.5,18988,1.84,4.09,0.44,0,0.72,64.02,24.71,70.13,4.17,0,34506,0.81
"GrandChutetown,WI",208.53,14490,1.19,0.08,509.2,17229,0.08,5.96,0.04,12,0.21,73.58,28.59,71.69,3.39,0,39683,0.95
"Dumontborough,NJ",57.31,17187,14.62,0.01,8359.4,19349,10.52,7.41,1.95,0,1.05,65.28,29.62,66.12,3.26,1,48776,1.88
"Xeniacity,OH",446.95,24664,1.07,0.05,2657.8,10906,0.32,7.24,0.1,13,13.68,57.2,25.07,65.11,15.49,0,25508,2.27
"SouthPortlandcity,ME",154.77,23163,4.01,0.03,1877.8,14885,2.42,4.16,0.31,6,0.29,66.26,32.4,77.2,7.15,0,31877,0.82
"Troycity,OH",121.99,19478,1.34,0,2189.3,12800,0.55,7.74,0.51,0,4.59,63.18,23.16,70.5,9.83,0,29032,1.14
"Melrosecity,MA",73.07,28150,5.55,0,5784.6,20202,15.95,2.89,0.54,0,0.56,64.8,32.35,68.83,4.23,0,44109,0.65
"Berlintown,CT",65.46,16787,8.85,0.38,612.6,19974,0.27,6.6,0.22,64,0.5,67.16,26.75,78.16,2.83,0,49004,0.66
"Fergusoncity,MO",535.49,22286,1.31,0,3480,13498,1.95,9.09,0.03,0,25.08,61.75,27.67,76.19,6.48,0,29450,2.22
"Paradisetown,CA",252.63,25408,4.06,0,1315.7,12887,0.57,6.62,0.24,0,0.14,40.91,18.44,62.57,11.13,0,22954,3.01
"Greenvillecity,SC",1756.32,58282,2.01,0.21,2241.3,14708,2.36,11.24,0.48,119,35.16,61.42,37.72,72.06,17.72,1,23963,2.92
"Pullmancity,WA",212.45,23478,10.16,0,3398.7,9375,5.14,1.31,4.51,0,1.97,49.84,71.18,67.8,34.88,0,17886,3.49
"Dickinsoncity,ND",36.89,16097,1.17,0.01,1558,10102,0.14,17.83,0.07,2,0.11,62.86,29.63,71.82,14.75,0,21615,2
"AgouraHillscity,CA",368.76,20390,14.05,0,2410.2,27539,0.62,1.6,1.21,0,1.17,74.64,26.64,65.2,3.53,0,70919,2.3
"Greenvillecity,TX",1439.97,23071,3.03,0.01,936.9,12234,0.29,11.78,0.62,3,20,59.31,24.52,70.8,16.85,0,25075,4.98
"Burlingamecity,CA",273.51,26801,19.35,0.01,5955.8,25031,7.7,4.69,3.43,0,0.97,65.69,31.81,72.87,4.69,2,42487,4.49
"Middletoncity,WI",75.52,13289,2.93,0,1990.1,17436,2.8,3.59,0.65,0,1.28,76.78,31.29,81.84,5.79,0,34859,1.35
"Branfordtown,CT",71.56,27603,4.56,0.48,1211.6,22642,1.47,4.72,0.39,98,1.19,69.39,29.38,69.65,3.52,35,43578,1
"Haddontownship,NJ",310.48,14837,3.38,0,5324,18400,11.79,5.07,0.42,0,0.82,61.37,28.2,69.42,3.75,0,36215,0.72
"Burkburnettcity,TX",152.6,10145,1.79,0,1028.9,11526,0,8.53,0,0,2.18,60.01,20.11,72.81,13.93,0,25943,3.26
"Harrisburgcity,PA",2105.73,52376,2.92,0.37,6234.9,11037,12.67,10.23,0.58,191,50.6,58.3,45.34,68.51,27.02,5,20329,4.93
"Roycity,UT",368.05,24603,1.68,0,3514.7,11602,1.24,2.22,0.16,0,0.96,71.88,22.85,82.08,4.38,0,35018,3.49
"Buffalocity,NY",1933.77,328123,4.49,0.09,7798.2,10445,13.43,12.42,0.64,284,30.65,51.28,43.67,60.14,25.62,5,18482,2.14
"Albanycity,GA",1363.32,78122,0.96,0.05,1359.8,10496,1.76,14,0.13,39,54.99,55.03,35.73,67.35,27.52,0,21885,7.49
"Lancastercity,TX",480.51,22117,1.98,0.05,732.4,12553,0.52,9.38,0.12,10,29.83,69.85,24.33,83.38,10.06,2,31489,5.6
"CapeCoralcity,FL",303.72,74991,6.51,0,688.6,14934,0.42,5.24,0.45,0,1.01,54.69,17.72,74.28,5.91,0,31177,1.66
"Lodiborough,NJ",206.88,22355,19.94,0,9533.9,15542,6.03,17.26,2.2,0,2.89,62.03,31.6,61.12,6.12,0,33311,4.47
"Sarasotacity,FL",1846.45,50961,6.47,0.18,3363.3,16151,1.55,7.79,0.65,84,16.22,55.05,30.93,74.7,13.25,7,24884,3.95
"Dothancity,AL",1257.09,53589,1.15,0.05,649.2,13047,0.19,11.71,0.12,28,27.32,62.19,24.97,74.27,17.03,0,25790,3.42
"Visaliacity,CA",776.61,75636,11.25,0.1,3107.5,12994,0.8,12.15,2.23,68,1.47,59.13,27.39,60.31,17.62,8,29463,8.84
"Highlandtown,IN",319.99,23696,4.54,0,3362.1,15948,3.88,5.02,0.08,0,0.24,63.63,25.71,71.12,3.6,0,39437,1.62
"DelrayBeachcity,FL",1399.48,47181,14.3,0.03,3070.1,21292,0.99,9.78,1.99,0,26.28,48.53,25.62,73.42,11.35,12,31146,5.26
"Oxfordtown,MA",442.24,12588,3.11,0,456.3,14337,0.55,7.74,0.37,0,0.6,66.24,26.81,74.18,4.51,0,36682,1.34
"Andrewscity,TX",173.77,10678,12.55,0.06,2163.3,10317,0,18.42,0.94,6,2.4,56.96,21.39,56.66,16.11,0,26136,9.67
"Seguincity,TX",765.85,18853,4.5,0.13,1534.3,8876,0,26.36,0.08,0,12.27,54.13,32.5,67.43,27.8,25,19970,11.12
"SierraVistacity,AZ",111.07,32983,7.02,0,223.6,13449,2.72,3.11,0.64,0,11.97,69.12,27.44,67.43,10.73,0,29590,3.79
"MyrtleBeachcity,SC",1454.74,24848,3.27,0,1548.4,14752,0.45,3.89,0.16,0,14.08,70.87,28.54,71.28,11.72,0,24869,3.1
"Hawthornecity,CA",2541.38,71349,29.33,0,11605.2,13880,5.13,10.94,5.23,0,28.33,67.67,40.44,67.19,13.92,1,30967,19.14
"Savannahcity,GA",987.42,137560,1.95,0.17,2121.4,10978,6.22,11.35,0.28,231,51.31,57.11,34.36,70.07,22.61,2,22102,4.92
"Pennsvilletownship,NJ",92.08,13794,1.89,0,576.4,15745,1.1,8.86,0,0,0.5,62.75,25.9,69.04,6.1,0,38025,1.24
"Greenvillecity,NC",1577.75,44972,1.75,0.18,2409,12206,1.22,9.47,0.29,72,34.1,61.12,53.26,73.45,26.64,7,22661,3.64
"KeyWestcity,FL",1523.92,24832,9.31,0.46,4378,15547,1.67,9.45,1.2,0,10.39,71.63,37.06,78.17,10.39,113,28121,5.5
"SanJacintocity,CA",619.51,16210,14.66,0,1477.4,9361,0.48,16.5,2.33,0,1.19,45.23,24.74,51.69,15.96,0,20810,10.86
"Greenwichtown,CT",52.25,58441,17.45,0.13,1178.4,46070,15.77,4.43,4.64,75,2.13,61.99,28.94,51,3.02,3,65072,1.34
"Sacramentocity,CA",1290.43,369365,13.69,0.42,3702.5,14087,4.1,10.13,2.24,1287,15.3,57.95,35.63,62.6,17.21,265,28183,8.54
"Lakelandcity,FL",1523.3,70576,4.27,0.25,1774.5,13487,1.24,9.4,0.43,145,20.2,52.73,25.33,72.38,13.96,30,24462,3.4
"Scrantoncity,PA",288.4,81805,2.55,0.05,3131.4,11108,3.02,11.05,0.28,38,1.58,51.58,35.01,63.29,15.22,1,21060,1.18
"Centertownship,PA",73.23,10742,2.62,0,673.2,13945,0.33,4.55,0.18,0,2.09,60.87,23.89,68.09,4.07,0,34978,0.75
"Joplincity,MO",524.67,40961,1.42,0.08,1331.5,11296,0.23,10.68,0.24,33,2.13,57.4,26.3,64.47,16.96,0,19420,1.74
"Sparkscity,NV",491.66,53367,7.94,0.08,3615.7,14453,2.77,5.04,1.27,37,2.38,72.75,28.33,81.43,7.21,4,32420,5.07
"Colliervilletown,TN",80.61,14427,1.3,0,1121.5,16529,0,6.32,0.27,0,11.12,69.67,23.95,61.72,6.63,0,47517,2.57
"CityofOrangetownship,NJ",2594.03,29925,20.8,0.15,13083.7,12812,19.92,13.87,3.74,38,70.33,60.27,42.97,72.01,17.8,6,27301,8.77
"SouthGatecity,CA",1097.77,86284,49.3,0.02,11329.3,8368,8.02,36.2,7.77,21,1.67,58.06,39.71,54.61,17.44,0,27279,42.18
"FortWorthcity,TX",1516.12,447619,9,0.28,1537.2,13162,1.65,12.39,1.28,884,22.01,61.85,31.15,67.32,17.42,347,26547,7.88
"Slidellcity,LA",951.3,24124,2.3,0,2491.1,13396,0.67,6.88,0.23,0,10.84,60.49,25.32,66.77,10.08,0,34492,2.14
"Scottsborocity,AL",373.54,13786,0.56,0,286.5,12130,0,15.57,0,0,5.74,59.27,21.29,68.34,14.52,0,24676,2.1
"Yanktoncity,SD",189.01,12703,0.81,0,1655.8,10964,0,13.43,0.04,0,0.78,65.21,28.93,82.87,12.07,0,21344,1.35
"Miramarcity,FL",743.07,40663,20.06,0,1322.6,13820,0.9,6.36,1.97,0,15.66,69.35,26.97,75.85,8.38,0,35794,7.18
"Oceantownship,NJ",228.86,25058,10.72,0.06,2190.2,22054,3.56,3.82,2.09,15,5.24,68.63,28.98,66.78,3.2,0,46885,1.52
"Harvardtown,MA",7.79,12329,4.53,0,451.5,17937,13.49,0.66,0.73,0,12.22,82.48,41.05,63.89,3.88,0,47299,3.29
"Okmulgeecity,OK",995.75,13441,0.96,0.57,1017,8202,0,11.77,0.33,76,23.93,45.75,30.84,64.22,33.39,0,14555,3.3
"NewportBeachcity,CA",387.2,66643,9.07,0.07,4589.7,45434,0.95,1.1,1.04,45,0.35,67.46,36.25,56.16,5.67,0,60374,1.62
"Martinezcity,CA",328.75,31808,9.23,0.24,2740.2,20060,6.08,3.15,1.39,55,3.32,68.37,30.03,71.99,5.95,21,45964,2.64
"Prattvillecity,AL",1205.17,19587,1.42,0,1027.6,12461,0.15,8.51,0.06,0,13.94,65.49,24.13,73.76,11.42,0,32493,2.55
"Montclairtownship,NJ",509.18,37729,11.08,0.06,5776.7,28940,19.72,4.26,1.57,20,31,67.38,35.32,74.62,6.03,3,52442,2.05
"UpperArlingtoncity,OH",140.72,34128,4.83,0,3421.8,30388,1.7,1.42,0.71,0,0.25,62.27,21.42,65.91,1.38,0,53140,0.27
"Hopkinsvillecity,KY",878.94,29809,1.57,0.03,1415.4,10440,0.05,15.95,0.32,9,29,55.06,27.98,68.78,21.77,0,21352,3.45
"Glendoracity,CA",294.92,47828,12.52,0,2371.5,18573,1.39,4.47,1.43,0,1.12,66.23,27.92,67.03,4.96,0,46116,5.65
"GreenRivercity,WY",155.04,12711,2.3,0,1094.6,12900,13.87,4.09,0.06,0,0.31,65.63,22.97,59.45,7.2,0,40378,3.67
"Bellinghamtown,MA",202.31,14877,3.89,0,776.3,15869,2.13,5.39,0.43,0,1.04,72.13,28.22,74.61,3.42,0,45397,0.95
"FortDodgecity,IA",720.05,25894,1.23,0.05,1737.3,11639,0.72,8.9,0.03,14,3.29,58.13,26.49,75.68,12.83,0,22783,0.97
"MountOlivetownship,NJ",185.97,21282,8.79,0,674.7,19655,1.23,3.4,1.35,0,2.83,76.91,30.05,69.17,2.77,0,45828,1.37
"Hanoverborough,PA",133.68,14399,1.03,0,3807.6,13856,0.51,17.68,0.12,0,0.15,60.96,24.5,70.92,8.35,0,24947,0.82
"Nicevillecity,FL",190.95,10507,5.04,0,957.3,13742,0.38,5.11,0.41,0,4.66,66.2,23.5,75.86,8.44,0,31510,1.73
"Westlakecity,OH",62.29,27018,6.82,0,1640.4,24000,2.97,2.74,0.55,0,0.6,64.04,25.48,62.37,2.07,0,47629,0.61
"Palatkacity,FL",2650.26,10201,0.97,0.16,1564.6,7989,2.59,17.41,0.09,3,46.61,44.74,30.93,66.42,36.51,13,14579,6.41
"Glendalecity,WI",405.71,14088,9.4,0,2347.5,18677,1.85,9.28,1.48,0,5.22,57.35,25.38,72.21,4.14,0,40602,0.78
